Site;depth;year;week;date;sal;temp;PAR [繕mol m-2 s-1];Kd;mean_pH;std_pH;mean_alka;std_alk;chla;pheo;NO2 (然/L);NO3 (然/L);SiOH4 (然/L);PO4 (然/L);data_origine;
French_Bird_Cliff;5.02;2021;25;24/06/2021;34.645;3.19425;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.137;2021;25;24/06/2021;34.6295;3.2223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.255;2021;25;24/06/2021;34.6192;3.2414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.373;2021;25;24/06/2021;34.6234;3.2541;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.49;2021;25;24/06/2021;34.6193;3.2637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.588;2021;25;24/06/2021;34.6136;3.2716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.626;2021;25;24/06/2021;34.6078;3.2765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.62;2021;25;24/06/2021;34.603;3.2792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.617;2021;25;24/06/2021;34.6013;3.2804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.617;2021;25;24/06/2021;34.5977;3.281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.617;2021;25;24/06/2021;34.5889;3.2808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.619;2021;25;24/06/2021;34.586;3.2799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.622;2021;25;24/06/2021;34.5947;3.2788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.621;2021;25;24/06/2021;34.5919;3.27865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.62;2021;25;24/06/2021;34.5917;3.2781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.621;2021;25;24/06/2021;34.5857;3.2775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.622;2021;25;24/06/2021;34.5888;3.27615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.62;2021;25;24/06/2021;34.5891;3.275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.621;2021;25;24/06/2021;34.5937;3.2743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.623;2021;25;24/06/2021;34.5977;3.2748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.622;2021;25;24/06/2021;34.5967;3.276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.618;2021;25;24/06/2021;34.5907;3.2774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.62;2021;25;24/06/2021;34.5933;3.278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.621;2021;25;24/06/2021;34.5881;3.2788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.621;2021;25;24/06/2021;34.5884;3.2788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.625;2021;25;24/06/2021;34.5902;3.2781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.625;2021;25;24/06/2021;34.5919;3.27795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
French_Bird_Cliff;5.626;2021;25;24/06/2021;34.5919;3.27795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0;2021;25;25/06/2021;NA;NA;430;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.489;2021;25;25/06/2021;34.0853;4.38865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.503;2021;25;25/06/2021;34.0738;4.3992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.537;2021;25;25/06/2021;34.059;4.40995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.588;2021;25;25/06/2021;34.0561;4.4148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.648;2021;25;25/06/2021;34.074;4.41715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.712;2021;25;25/06/2021;34.0639;4.4269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.76;2021;25;25/06/2021;34.0499;4.4367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.778;2021;25;25/06/2021;34.0427;4.44115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.797;2021;25;25/06/2021;34.0413;4.44185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.837;2021;25;25/06/2021;34.0295;4.4415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.887;2021;25;25/06/2021;34.0302;4.43765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.95;2021;25;25/06/2021;34.0308;4.43215;222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.028;2021;25;25/06/2021;34.0319;4.4265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.127;2021;25;25/06/2021;34.0346;4.42035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.242;2021;25;25/06/2021;34.0408;4.41375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.299;2021;25;25/06/2021;34.0486;4.40515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.31;2021;25;25/06/2021;34.0589;4.3959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.331;2021;25;25/06/2021;34.0645;4.3904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.393;2021;25;25/06/2021;34.0658;4.38825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.439;2021;25;25/06/2021;34.0698;4.3846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.472;2021;25;25/06/2021;34.0741;4.38055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.524;2021;25;25/06/2021;34.079;4.3775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.591;2021;25;25/06/2021;34.0838;4.3749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.668;2021;25;25/06/2021;34.0918;4.37195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.772;2021;25;25/06/2021;34.1249;4.36855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.877;2021;25;25/06/2021;34.1327;4.3609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.946;2021;25;25/06/2021;34.143;4.3496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.009;2021;25;25/06/2021;34.1504;4.3408;199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.075;2021;25;25/06/2021;34.1572;4.33405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.13;2021;25;25/06/2021;34.161;4.329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.169;2021;25;25/06/2021;34.1643;4.3248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.231;2021;25;25/06/2021;34.1661;4.3194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.355;2021;25;25/06/2021;34.1769;4.3119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.482;2021;25;25/06/2021;34.1916;4.30485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.514;2021;25;25/06/2021;34.2017;4.2997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.503;2021;25;25/06/2021;34.2007;4.2972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.493;2021;25;25/06/2021;34.2003;4.2967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.491;2021;25;25/06/2021;34.199;4.2975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.508;2021;25;25/06/2021;34.197;4.29845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.568;2021;25;25/06/2021;34.1977;4.2996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.64;2021;25;25/06/2021;34.206;4.29975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.717;2021;25;25/06/2021;34.2133;4.2978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.812;2021;25;25/06/2021;34.2188;4.2961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.891;2021;25;25/06/2021;34.226;4.2953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.938;2021;25;25/06/2021;34.2289;4.29525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.979;2021;25;25/06/2021;34.2286;4.29555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.053;2021;25;25/06/2021;34.23;4.29575;132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.158;2021;25;25/06/2021;34.2283;4.29575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.245;2021;25;25/06/2021;34.2454;4.2944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.321;2021;25;25/06/2021;34.2575;4.2946;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.405;2021;25;25/06/2021;34.2573;4.2982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.473;2021;25;25/06/2021;34.2554;4.3018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.552;2021;25;25/06/2021;34.2602;4.3043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.659;2021;25;25/06/2021;34.2761;4.3068;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.743;2021;25;25/06/2021;34.2942;4.3108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.817;2021;25;25/06/2021;34.308;4.3167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.887;2021;25;25/06/2021;34.3133;4.3229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.932;2021;25;25/06/2021;34.3098;4.3276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.989;2021;25;25/06/2021;34.3069;4.3306;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.092;2021;25;25/06/2021;34.3044;4.33245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.172;2021;25;25/06/2021;34.304;4.33305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.22;2021;25;25/06/2021;34.3029;4.33315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.29;2021;25;25/06/2021;34.3001;4.3331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.377;2021;25;25/06/2021;34.2979;4.3323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.45;2021;25;25/06/2021;34.2975;4.3305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.497;2021;25;25/06/2021;34.2983;4.32855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.574;2021;25;25/06/2021;34.298;4.3265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.663;2021;25;25/06/2021;34.3017;4.3244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.692;2021;25;25/06/2021;34.3041;4.32305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.724;2021;25;25/06/2021;34.3049;4.3228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.805;2021;25;25/06/2021;34.3039;4.3241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.884;2021;25;25/06/2021;34.3074;4.3244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.964;2021;25;25/06/2021;34.3124;4.32365;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.047;2021;25;25/06/2021;34.3154;4.32305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.076;2021;25;25/06/2021;34.3154;4.323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6;2021;25;25/06/2021;NA;NA;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0;2021;25;25/06/2021;NA;NA;490;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.522;2021;25;25/06/2021;34.277;4.9115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.525;2021;25;25/06/2021;34.2664;4.9213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.534;2021;25;25/06/2021;34.252;4.9295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.54;2021;25;25/06/2021;34.2269;4.9434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.534;2021;25;25/06/2021;34.2131;4.9693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.554;2021;25;25/06/2021;34.2163;4.9706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.606;2021;25;25/06/2021;34.2304;4.95875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.667;2021;25;25/06/2021;34.2394;4.94625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.739;2021;25;25/06/2021;34.2525;4.9391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.835;2021;25;25/06/2021;34.2553;4.93445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.946;2021;25;25/06/2021;34.2591;4.9281;252;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.053;2021;25;25/06/2021;34.2667;4.9205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.142;2021;25;25/06/2021;34.2681;4.9168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.212;2021;25;25/06/2021;34.2744;4.9141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.297;2021;25;25/06/2021;34.2789;4.9095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.416;2021;25;25/06/2021;34.2852;4.90495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.554;2021;25;25/06/2021;34.2886;4.90205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.667;2021;25;25/06/2021;34.2905;4.8999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.743;2021;25;25/06/2021;34.2919;4.8985;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.818;2021;25;25/06/2021;34.2931;4.8975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.898;2021;25;25/06/2021;34.2944;4.8962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.991;2021;25;25/06/2021;34.2951;4.89545;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.102;2021;25;25/06/2021;34.2946;4.8955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.207;2021;25;25/06/2021;34.2921;4.89575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.286;2021;25;25/06/2021;34.2912;4.89635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.366;2021;25;25/06/2021;34.2929;4.8967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.439;2021;25;25/06/2021;34.2921;4.8975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.519;2021;25;25/06/2021;34.2918;4.89825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.623;2021;25;25/06/2021;34.2905;4.89845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.717;2021;25;25/06/2021;34.2904;4.898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.801;2021;25;25/06/2021;34.2907;4.8972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.902;2021;25;25/06/2021;34.2929;4.8953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.988;2021;25;25/06/2021;34.3077;4.8865;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.052;2021;25;25/06/2021;34.3313;4.8664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.12;2021;25;25/06/2021;34.3606;4.8386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.224;2021;25;25/06/2021;34.3791;4.81555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.333;2021;25;25/06/2021;34.3985;4.79825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.44;2021;25;25/06/2021;34.4174;4.78615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.548;2021;25;25/06/2021;34.4389;4.77885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.652;2021;25;25/06/2021;34.4462;4.7745;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.745;2021;25;25/06/2021;34.448;4.77115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.847;2021;25;25/06/2021;34.4516;4.76805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.962;2021;25;25/06/2021;34.4558;4.7656;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.06;2021;25;25/06/2021;34.4599;4.76365;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.145;2021;25;25/06/2021;34.4596;4.7614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.24;2021;25;25/06/2021;34.461;4.75815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.354;2021;25;25/06/2021;34.4626;4.75425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.486;2021;25;25/06/2021;34.4451;4.7495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.617;2021;25;25/06/2021;34.4354;4.73545;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.721;2021;25;25/06/2021;34.442;4.7121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.803;2021;25;25/06/2021;34.4634;4.68835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.89;2021;25;25/06/2021;34.4966;4.67095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.991;2021;25;25/06/2021;34.5014;4.6658;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.098;2021;25;25/06/2021;34.4978;4.666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.207;2021;25;25/06/2021;34.4819;4.66505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.337;2021;25;25/06/2021;34.4876;4.65815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.484;2021;25;25/06/2021;34.4447;4.64955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.617;2021;25;25/06/2021;34.4704;4.62375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.743;2021;25;25/06/2021;34.4921;4.59875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.863;2021;25;25/06/2021;34.5076;4.58175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.943;2021;25;25/06/2021;34.5174;4.57165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.011;2021;25;25/06/2021;34.5225;4.56495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.082;2021;25;25/06/2021;34.5203;4.56085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.142;2021;25;25/06/2021;34.5208;4.55695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.208;2021;25;25/06/2021;34.5242;4.55355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.31;2021;25;25/06/2021;34.5247;4.55085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.424;2021;25;25/06/2021;34.5236;4.54825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.516;2021;25;25/06/2021;34.5254;4.545;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.569;2021;25;25/06/2021;34.5283;4.54215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.596;2021;25;25/06/2021;34.5278;4.54045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.641;2021;25;25/06/2021;34.5265;4.53885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.697;2021;25;25/06/2021;34.5276;4.53685;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.765;2021;25;25/06/2021;34.5289;4.53495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.836;2021;25;25/06/2021;34.5412;4.53345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.89;2021;25;25/06/2021;34.5414;4.5335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;6.966;2021;25;25/06/2021;34.5255;4.53325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.077;2021;25;25/06/2021;34.5174;4.528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.203;2021;25;25/06/2021;34.4335;4.5151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.3;2021;25;25/06/2021;34.3678;4.4737;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.358;2021;25;25/06/2021;34.4105;4.40495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.415;2021;25;25/06/2021;34.4737;4.34195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.49;2021;25;25/06/2021;34.5115;4.30195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.539;2021;25;25/06/2021;34.5207;4.27875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.575;2021;25;25/06/2021;34.5239;4.2615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
