Site;depth;year;week;date;sal;temp;PAR [繕mol m-2 s-1];Kd;mean_pH;std_pH;mean_alka;std_alk;chla;pheo;NO2 (然/L);NO3 (然/L);SiOH4 (然/L);PO4 (然/L);data_origine;
Hansneset;7.903;2021;24;18/06/2021;34.6653;2.6511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7.969;2021;24;18/06/2021;34.6647;2.65165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.024;2021;24;18/06/2021;34.6651;2.6521;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.105;2021;24;18/06/2021;34.6735;2.6526;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.243;2021;24;18/06/2021;34.6791;2.65435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.429;2021;24;18/06/2021;34.7034;2.6579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.624;2021;24;18/06/2021;34.7086;2.66495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.79;2021;24;18/06/2021;34.7258;2.67385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.911;2021;24;18/06/2021;34.7252;2.6845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;8.986;2021;24;18/06/2021;34.7148;2.6942;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.026;2021;24;18/06/2021;34.7132;2.7003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.059;2021;24;18/06/2021;34.7074;2.70415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.124;2021;24;18/06/2021;34.7062;2.70645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.243;2021;24;18/06/2021;34.7093;2.7076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.403;2021;24;18/06/2021;34.7245;2.70905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.585;2021;24;18/06/2021;34.7476;2.7126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.764;2021;24;18/06/2021;34.7717;2.72025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;9.928;2021;24;18/06/2021;34.7884;2.73075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;10.008;2021;24;18/06/2021;34.7773;2.74185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;10.02;2021;24;18/06/2021;34.766;2.74955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.662;2021;24;20/06/2021;34.8196;2.14295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.702;2021;24;20/06/2021;34.8222;2.14305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.786;2021;24;20/06/2021;34.8226;3.09585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.843;2021;24;20/06/2021;34.821;3.09615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.852;2021;24;20/06/2021;34.821;3.09585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.839;2021;24;20/06/2021;34.8216;3.09535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.815;2021;24;20/06/2021;34.8228;3.09515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.81;2021;24;20/06/2021;34.823;3.09535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.855;2021;24;20/06/2021;34.823;3.09565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.916;2021;24;20/06/2021;34.8156;3.09595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.937;2021;24;20/06/2021;34.8211;3.09595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.91;2021;24;20/06/2021;34.8232;3.09555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.852;2021;24;20/06/2021;34.8252;3.09575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.798;2021;24;20/06/2021;34.8242;3.09675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.793;2021;24;20/06/2021;34.8233;3.09755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.822;2021;24;20/06/2021;34.8222;3.098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.864;2021;24;20/06/2021;34.8217;3.0981;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.883;2021;24;20/06/2021;34.8216;3.09795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.861;2021;24;20/06/2021;34.8222;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.822;2021;24;20/06/2021;34.8224;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.827;2021;24;20/06/2021;34.8228;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.898;2021;24;20/06/2021;34.8225;3.0982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.039;2021;24;20/06/2021;34.8224;3.09825;345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.216;2021;24;20/06/2021;34.8218;3.09835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.382;2021;24;20/06/2021;34.8157;3.09805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.535;2021;24;20/06/2021;34.8175;3.09615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.728;2021;24;20/06/2021;34.8183;3.0941;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.925;2021;24;20/06/2021;34.8187;3.0928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.055;2021;24;20/06/2021;34.8202;3.09175;282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.123;2021;24;20/06/2021;34.8182;3.0911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.215;2021;24;20/06/2021;34.8171;3.0901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.383;2021;24;20/06/2021;34.8206;3.08865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.564;2021;24;20/06/2021;34.8144;3.08815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.697;2021;24;20/06/2021;34.7962;3.08575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.808;2021;24;20/06/2021;34.811;3.07845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;2.921;2021;24;20/06/2021;34.8233;3.07385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.046;2021;24;20/06/2021;34.8133;3.0741;255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.166;2021;24;20/06/2021;34.8081;3.07245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.279;2021;24;20/06/2021;34.8124;3.0687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.383;2021;24;20/06/2021;34.8145;3.06595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.478;2021;24;20/06/2021;34.8172;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.561;2021;24;20/06/2021;34.8177;3.0632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.66;2021;24;20/06/2021;34.8167;3.06285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.77;2021;24;20/06/2021;34.8234;3.0624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;3.892;2021;24;20/06/2021;34.8227;3.06335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.045;2021;24;20/06/2021;34.818;3.06455;235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.205;2021;24;20/06/2021;34.8178;3.0647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.331;2021;24;20/06/2021;34.8182;3.06435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.412;2021;24;20/06/2021;34.8188;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.437;2021;24;20/06/2021;34.8185;3.06395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.447;2021;24;20/06/2021;34.8189;3.06385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.52;2021;24;20/06/2021;34.8194;3.0639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.674;2021;24;20/06/2021;34.818;3.06405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.843;2021;24;20/06/2021;34.8186;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;4.991;2021;24;20/06/2021;34.8182;3.06405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.082;2021;24;20/06/2021;34.8185;3.0641;225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.166;2021;24;20/06/2021;34.819;3.06425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.293;2021;24;20/06/2021;34.8221;3.06455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.444;2021;24;20/06/2021;34.8205;3.06555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.634;2021;24;20/06/2021;34.8175;3.0665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.806;2021;24;20/06/2021;34.8178;3.0664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;5.949;2021;24;20/06/2021;34.8219;3.0661;190;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.074;2021;24;20/06/2021;34.8222;3.06705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.193;2021;24;20/06/2021;34.8209;3.06825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.3;2021;24;20/06/2021;34.8195;3.06915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.392;2021;24;20/06/2021;34.8172;3.06945;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.483;2021;24;20/06/2021;34.8158;3.06915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.562;2021;24;20/06/2021;34.8149;3.0682;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.623;2021;24;20/06/2021;34.8174;3.0674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.691;2021;24;20/06/2021;34.8126;3.06665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.794;2021;24;20/06/2021;34.818;3.065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;6.945;2021;24;20/06/2021;34.8177;3.064;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.133;2021;24;20/06/2021;34.8182;3.06395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.308;2021;24;20/06/2021;34.8201;3.06375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.495;2021;24;20/06/2021;34.8176;3.06415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.646;2021;24;20/06/2021;34.804;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.762;2021;24;20/06/2021;34.8003;3.05965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.862;2021;24;20/06/2021;34.8097;3.0525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;7.958;2021;24;20/06/2021;34.8276;3.04835;132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.057;2021;24;20/06/2021;34.8218;3.05025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.162;2021;24;20/06/2021;34.8181;3.0521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.269;2021;24;20/06/2021;34.8224;3.0523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.391;2021;24;20/06/2021;34.8164;3.05325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.518;2021;24;20/06/2021;34.8058;3.05325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.611;2021;24;20/06/2021;34.8049;3.04885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.668;2021;24;20/06/2021;34.812;3.04365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.704;2021;24;20/06/2021;34.8133;3.04015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.754;2021;24;20/06/2021;34.8147;3.0382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.835;2021;24;20/06/2021;34.8237;3.03675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;8.966;2021;24;20/06/2021;34.7948;3.03675;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;9.065;2021;24;20/06/2021;34.8028;3.02915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;9.087;2021;24;20/06/2021;34.8101;3.02065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.662;2021;25;21/06/2021;34.8196;3.0955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.702;2021;25;21/06/2021;34.8222;3.09575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.786;2021;25;21/06/2021;34.8226;3.09585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.843;2021;25;21/06/2021;34.821;3.09615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.852;2021;25;21/06/2021;34.821;3.09585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.839;2021;25;21/06/2021;34.8216;3.09535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.815;2021;25;21/06/2021;34.8228;3.09515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.81;2021;25;21/06/2021;34.823;3.09535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.855;2021;25;21/06/2021;34.823;3.09565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.916;2021;25;21/06/2021;34.8156;3.09595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.937;2021;25;21/06/2021;34.8211;3.09595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.91;2021;25;21/06/2021;34.8232;3.09555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.852;2021;25;21/06/2021;34.8252;3.09575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.798;2021;25;21/06/2021;34.8242;3.09675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.793;2021;25;21/06/2021;34.8233;3.09755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.822;2021;25;21/06/2021;34.8222;3.098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.864;2021;25;21/06/2021;34.8217;3.0981;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.883;2021;25;21/06/2021;34.8216;3.09795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.861;2021;25;21/06/2021;34.8222;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.822;2021;25;21/06/2021;34.8224;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.827;2021;25;21/06/2021;34.8228;3.09775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;0.898;2021;25;21/06/2021;34.8225;3.0982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.039;2021;25;21/06/2021;34.8224;3.09825;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.216;2021;25;21/06/2021;34.8218;3.09835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.382;2021;25;21/06/2021;34.8157;3.09805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.535;2021;25;21/06/2021;34.8175;3.09615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.728;2021;25;21/06/2021;34.8183;3.0941;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;1.925;2021;25;21/06/2021;34.8187;3.0928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.055;2021;25;21/06/2021;34.8202;3.09175;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.123;2021;25;21/06/2021;34.8182;3.0911;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.215;2021;25;21/06/2021;34.8171;3.0901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.383;2021;25;21/06/2021;34.8206;3.08865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.564;2021;25;21/06/2021;34.8144;3.08815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.697;2021;25;21/06/2021;34.7962;3.08575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.808;2021;25;21/06/2021;34.811;3.07845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;2.921;2021;25;21/06/2021;34.8233;3.07385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.046;2021;25;21/06/2021;34.8133;3.0741;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.166;2021;25;21/06/2021;34.8081;3.07245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.279;2021;25;21/06/2021;34.8124;3.0687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.383;2021;25;21/06/2021;34.8145;3.06595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.478;2021;25;21/06/2021;34.8172;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.561;2021;25;21/06/2021;34.8177;3.0632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.66;2021;25;21/06/2021;34.8167;3.06285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.77;2021;25;21/06/2021;34.8234;3.0624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;3.892;2021;25;21/06/2021;34.8227;3.06335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.045;2021;25;21/06/2021;34.818;3.06455;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.205;2021;25;21/06/2021;34.8178;3.0647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.331;2021;25;21/06/2021;34.8182;3.06435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.412;2021;25;21/06/2021;34.8188;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.437;2021;25;21/06/2021;34.8185;3.06395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.447;2021;25;21/06/2021;34.8189;3.06385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.52;2021;25;21/06/2021;34.8194;3.0639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.674;2021;25;21/06/2021;34.818;3.06405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.843;2021;25;21/06/2021;34.8186;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;4.991;2021;25;21/06/2021;34.8182;3.06405;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.082;2021;25;21/06/2021;34.8185;3.0641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.166;2021;25;21/06/2021;34.819;3.06425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.293;2021;25;21/06/2021;34.8221;3.06455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.444;2021;25;21/06/2021;34.8205;3.06555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.634;2021;25;21/06/2021;34.8175;3.0665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.806;2021;25;21/06/2021;34.8178;3.0664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;5.949;2021;25;21/06/2021;34.8219;3.0661;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Hansneset;7;2021;25;21/06/2021;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.814;2021;25;22/06/2021;34.3624;3.5044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.824;2021;25;22/06/2021;34.3629;3.505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.846;2021;25;22/06/2021;34.3626;3.50575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.876;2021;25;22/06/2021;34.3578;3.5063;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.901;2021;25;22/06/2021;34.3555;3.5056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.912;2021;25;22/06/2021;34.3569;3.5039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.911;2021;25;22/06/2021;34.3582;3.5025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.9;2021;25;22/06/2021;34.3614;3.50135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.884;2021;25;22/06/2021;34.3611;3.50165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.874;2021;25;22/06/2021;34.3625;3.5023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.864;2021;25;22/06/2021;34.3636;3.5033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;0.886;2021;25;22/06/2021;34.3604;3.50455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.026;2021;25;22/06/2021;34.3587;3.50505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.168;2021;25;22/06/2021;34.3583;3.5041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
Kongsfjordneset;1.303;2021;25;22/06/2021;34.3595;3.50255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;field;
