Sample_name,Locus,Hash,nReads
COI-A-June-4-L2,COI,6d24d909ff0aed0b1881f2136f6601fff22de257,4987
COI-A-June-4-L2,COI,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,5968
COI-A-June-4-L2,COI,8a30c41944f6b5528eedf830898c6b91efdfddba,620
COI-A-June-4-L2,COI,0d21860fc8109cdb8344c87fdaecf0d29e897000,1286
COI-A-June-4-L2,COI,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,401
COI-A-June-4-L2,COI,a0bb966e2b254f839fb8021c55a8554c41c7133e,887
COI-A-June-4-L2,COI,114c5ac9afd9fbeaf32d1b21e8e46ff639956815,895
COI-A-June-4-L2,COI,345ddc66de3ba61791aa5ac285b67ed77faac551,855
COI-A-June-4-L2,COI,eb57aeebff7e49a0b8c16431af9d6e5e28f7513c,895
COI-A-June-4-L2,COI,b307d5319db845d0457511472d50899c5c6cbc8d,582
COI-A-June-4-L2,COI,59e212ad3eca806af9b90911ca67bf89c434fe44,677
COI-A-June-4-L2,COI,6eda3f856e9f197357213c0e995bab201bf6ea60,361
COI-A-June-4-L2,COI,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,164
COI-A-June-4-L2,COI,b9e82298bdb5889cf6a09180286d947d8f73f522,262
COI-A-June-4-L2,COI,7e4b2040e866c149f1ed8a68e19f9ced2399c1b6,442
COI-A-June-4-L2,COI,d555cfaa6dca8e689d35c5f91996deee29e7fd91,366
COI-A-June-4-L2,COI,10462d5d1b25c35349da89a4c45170857789db89,448
COI-A-June-4-L2,COI,d967f29143359c3075ed23346e5b00028fea4c6a,233
COI-A-June-4-L2,COI,52597cc48f200e52230e4dafbac88174a71d6f48,289
COI-A-June-4-L2,COI,21ee7974a32d2471f9cc374d2b5f7dd5cd007175,463
COI-A-June-4-L2,COI,2acf3895af7dfb308c9d9af13fa6acd91d2c0cd4,202
COI-A-June-4-L2,COI,822e3312b1f9e67583b2c548a1c1ea062edf7078,230
COI-A-June-4-L2,COI,3f2a4515bc8095b441f05f86bdb924d1c57807ab,69
COI-A-June-4-L2,COI,a40ef29331598e271eef6563e5946441f0a331ed,198
COI-A-June-4-L2,COI,670981d8cd1b365281070933302b4d91c777f91b,162
COI-A-June-4-L2,COI,12a5b1a4aa8aa927757451ee264e2ac70a6236c4,144
COI-A-June-4-L2,COI,b81c46025956944d1a86ee62411dd97631b6f31c,132
COI-A-June-4-L2,COI,9a4d1b81f1be7881500444e7f6cb63455cd0d2ff,144
COI-A-June-4-L2,COI,7bbcba00835bf56eded210f4f445f3fc5a7ab6d5,63
COI-A-June-4-L2,COI,3e09083693f125dd6945c5760931e08660521440,19
COI-A-June-4-L2,COI,52d7c16462d0e940280f4fc0a721cd8957ac891d,66
COI-A-June-4-L2,COI,c68155c20b0fa5764fa8f131b1c826eebbb9b1bc,31
COI-A-June-4-L2,COI,bffda665efd96013f6ec5d10dba9ca53bb8ae5de,55
COI-A-June-4-L2,COI,cb1cc52d9f95250899cee4f8072277fe274287a8,109
COI-A-June-4-L2,COI,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,109
COI-A-June-4-L2,COI,8dfe581172dea3311a935cb0a92b0fe6b0b6c919,162
COI-A-June-4-L2,COI,e64f574c4605dc812aceebd1d2a7d4607f42bd4d,175
COI-A-June-4-L2,COI,2c15e1a59dcccefb5a36c0650609e87529ab0725,33
COI-A-June-4-L2,COI,913bd86c3638ee2b616020e99a80420b229b822a,105
COI-A-June-4-L2,COI,d48c67607e81aca5da83fa1d2b8895e6416a6607,37
COI-A-June-4-L2,COI,0c532b6051db94c88eeba19f3c81721d93e54fac,28
COI-A-June-4-L2,COI,226fac6b9a878e236c669ef46122c4be62ad95ac,59
COI-A-June-4-L2,COI,252339104f42cd440e247a39bc4f04eecc6492e7,19
COI-A-June-4-L2,COI,5b9eedf41112d5c49db5ae68687d4ddbbdc7f09a,14
COI-A-June-4-L2,COI,11a112ced1c85e620f6d97d82281a1bb58614e67,19
COI-A-June-4-L2,COI,a1759ceb098c8c0ca5bbaee3e0b5437bb08d86db,44
COI-A-June-4-L2,COI,adcca6d32d0070fd5d63075d79551b05151c3cc7,110
COI-A-June-4-L2,COI,8aee230840b2b9ef34ec2cb22adf0fc601fcbe8d,37
COI-A-June-4-L2,COI,d7d8167a56aa3a01535f81367d0b0caf6c48e3b7,8
COI-A-June-4-L2,COI,5bb7cfe6d0d80ccf75b4110ddf2f6bb83a59d8c2,79
COI-A-June-4-L2,COI,4c7fb49d2f3a51b2865db5bbcc9fb9971992bab9,39
COI-A-June-4-L2,COI,21339049f9f2dbbe4bd1a551573819232612257c,40
COI-A-June-4-L2,COI,b73323405bffb269ab58a8cc37d3d10817c0aaa2,21
COI-A-June-4-L2,COI,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,31
COI-A-June-4-L2,COI,3aee4b429c01889e05c2445bcb9649cb78a4c5d0,30
COI-A-June-4-L2,COI,8808b2ce3cbf03a499f088ef749a6e26b92eda1b,75
COI-A-June-4-L2,COI,d8ed22edb9b4c9c2eccdde41cecb635458209e93,7
COI-A-June-4-L2,COI,bc7798d3a55901fe59d6bb982bb5e6ab5a08c019,31
COI-A-June-4-L2,COI,ae553f0fc741cd913d1c095819e7f7c33aa92eb7,46
COI-A-June-4-L2,COI,7b38367c269d576ddc878ac1c307059b4a28eb29,6
COI-A-June-4-L2,COI,f0fae4fd92caec82cb0f30ea1367fec06eae5f25,23
COI-A-June-4-L2,COI,9250ce076a0c870b1949d7a30cd1c83a0ac0cba5,29
COI-A-June-4-L2,COI,c473a8072db28b4c110426c0636a445b95356d8b,25
COI-A-June-4-L2,COI,83028e3732d03da59423374a994b3d821e9f46ec,28
COI-A-June-4-L2,COI,4356aed71d47fc63bf9a263c2342c31b770d2dd2,11
COI-A-June-4-L2,COI,7ee13ae65247fbeb166f7c2f9ba180f71708b042,7
COI-A-June-4-L2,COI,3df5a42188528c870034a07445070867cbd4884e,395
COI-A-June-4-L2,COI,a2d45a8e669b3365d77cc0e44a1048638f91e970,8
COI-A-June-4-L2,COI,755cebf482de63995a185ec174a561dfff41c8db,2
COI-A-June-4-L2,COI,f946c2f723e2722f23dd67863bc939e9afae14dd,45
COI-A-June-4-L2,COI,c770016f14d297194d21859a099a36519b97635a,3
COI-A-June-4-L2,COI,07a9ffc1a58d9c4c1149ab6065ecb354cd0c1c6c,33
COI-A-June-4-L2,COI,b62d209a4098c38d198503e9264b2b05957f715e,18
COI-A-June-4-L2,COI,5f5fbbea74b26185bdf2d4da7355ed82c7f76ab1,15
COI-A-June-4-L2,COI,25db7cea7a63bebd04437e4a9fdb304557dab4ae,9
COI-A-June-4-L2,COI,89a320a774131a1e0fd52f7fa9fa7bacf8d82d13,5
COI-A-June-4-L2,COI,d4912fca8a756d97baa6cea58c696ff660a942f9,17
COI-A-June-4-L2,COI,899859c7501691de9b56ea09541c109984fa8902,19
COI-A-June-4-L2,COI,77d4683b89efd92a4db569b8bd759dc23bdf73e3,5
COI-A-June-4-L2,COI,847f772f4c57dde301008a9b905330a683572a6c,6
COI-A-June-4-L2,COI,4fdd7c25721ade07b2b04f6cc2031d8be0055eff,15
COI-A-June-4-L2,COI,c5a54e77f9d5854b06b7bde37fa333580295f43a,16
COI-A-June-4-L2,COI,3ecec9d8fde0387b91665c9995e31f4510734b4a,14
COI-A-June-4-L2,COI,c1e85286b0d08708b156334b2cb5408a7cc23098,7
COI-A-June-4-L2,COI,19b86204ed1fe0872679fa1b2f24d18681e5a906,4
COI-A-June-4-L2,COI,24f470d5971796af46a7b1c968df37389c59d22d,15
COI-A-June-4-L2,COI,542092453e7dc6fec8472a21289c5cf1443090c7,20
COI-A-June-4-L2,COI,f353113c4faeab77f91d6f4e106efeea4dd987e2,7
COI-A-June-4-L2,COI,9a9c264bb2abad1c1222d671d4a6149314283dde,4
COI-A-June-4-L2,COI,b8b35203b57e2486c70fc9e622ca8cb071d26d8c,12
COI-A-June-4-L2,COI,6be1d407c163c24ab97cebc0602484a851262f10,7
COI-A-June-4-L2,COI,8a5324d1e3001ed464368e8b49581c6fef5b61bb,4
COI-A-June-4-L2,COI,2b2b7abed93deca0f3fbfa93527bd01828d73457,7
COI-A-June-4-L2,COI,9d565b38d36d5043688f8af712a2abb304e8c6ed,7
COI-A-June-4-L2,COI,6561834e9fb5db613017d627bb670884ebde0708,2
COI-A-June-4-L2,COI,f999a6d4ddad1f57955caa54a67b0bb9a5a3ce67,61
COI-A-June-4-L2,COI,74bd536a982117e99a75e40240e0e3b1b1f81a5c,4
COI-A-June-4-L2,COI,277151e7fa884f46dd4efe6724bbbaab344f97e4,3
COI-A-June-4-L2,COI,690e1fc15849ac6e509613fa2ad7a769212109cc,36
COI-A-June-4-L2,COI,82e9409ec5a110c56db9cad2f000087bcaf4222b,8
COI-A-June-4-L2,COI,a1ee8f02e6e3fec672288cd05222cb906236b034,3
COI-A-June-4-L2,COI,36ca6d6a9c1eb8248137a655e51bc7546bf29707,8
COI-A-June-4-L2,COI,16b8d956cdef905b102c7fe529d7a8bdf7c2b132,3
COI-A-June-4-L2,COI,856ea91c24bf01f9804c3257ec422355cdd6f91c,3
COI-A-June-4-L2,COI,579cacd24bd3ed8b76fd4a42370b212b8f863bc0,5
COI-A-June-4-L2,COI,799b023ebdae18bdc39fc83045e52e564e5e4a70,6
COI-A-June-4-L2,COI,ad31a1199680ab52184cf7ae6cd1f6a1ebd165b9,5
COI-A-June-4-L2,COI,06e90ff10264a3b56d224ba20ad638c4ed19a2bf,9
COI-A-June-4-L2,COI,00b9462dd97270681d1ee633483c92ff7c8af5cb,49
COI-A-June-4-L2,COI,8de3ad5b03d1377d0eb326092c1e5f87bdaff2d7,4
COI-A-June-4-L2,COI,fe32af3c76cdf225ff6b2687735d9492c5c1f4a9,34
COI-A-June-4-L2,COI,43c8bbdf7c8303403a7b46b386fb5b46ba097805,11
COI-A-June-4-L2,COI,6f3ba7102fd2d8c65d8a58129c761404d8eda8e7,29
COI-A-June-4-L2,COI,609b328143aa3ec2fe32d5d737aa9ed67c42885c,5
COI-A-June-4-L2,COI,7c6f19fbf3b599e4a4dff4442d5532e420ce6727,2
COI-A-June-4-L2,COI,009155550a1d755e51f5c38dfdde8749f68fe7be,21
COI-A-June-4-L2,COI,d8afcf6220a21c9b8baa6dfbbcd81ec0eb6fe989,19
COI-A-June-4-L2,COI,7e42f4aeafccfdfec65b6469a58f8be7cb79812c,3
COI-A-June-4-L2,COI,db8a7f0280f87343171aeabd0eb945b8d14ba4da,5
COI-A-June-4-L2,COI,3d84211d7414602240f8db367fc0b3b03c84dd76,4
COI-A-June-4-L2,COI,8d1b922f3ee959569e849e30f5855a89434cffda,9
COI-A-June-4-L2,COI,2f54847bcc44528caeeb2d5f1319f9f853f71ca8,15
COI-A-June-4-L2,COI,4ee0bbb71f0f172a3067904f123c063c331fd21b,11
COI-A-June-4-L2,COI,cad016b545325d672c83e968bc77118000183013,8
COI-A-June-4-L2,COI,9e1bd8a972e2d11125cd52f0bfc60afac3eb3ea4,3
COI-A-June-4-L2,COI,dee892ce02b6af32638877b3dc2ca76c0bfd935d,6
COI-A-June-4-L2,COI,80dee0c14831b4607d287c3975674de575558260,2
COI-A-June-4-L2,COI,59901c6a00ef434dd77ea624553eba6cb9d8482c,5
COI-A-June-4-L2,COI,90d9cb4584a077b5aec8ce27c1fdb416b843d2ec,5
COI-A-June-4-L2,COI,e10b43357dfa0044e785381dba44af311c85f62e,4
COI-A-June-4-L2,COI,09235054bb27248b6766850cc1221b9e70c632a2,4
COI-A-June-4-L2,COI,e62eec7816e6582dc19bca790b2817a9c2c09010,2
COI-A-June-4-L2,COI,9320711ae941db586fcb0f9f6586dc52eba7b3bb,3
COI-A-June-4-L2,COI,03a1787425adefc834f77a9f836d2902ea616538,2
COI-A-June-4-L2,COI,e7ea0a586e278881a0a041808caa769f5eace4d8,2
COI-A-June-4-L2,COI,b74cf1c4e3e67e8b8c797efcc56abb5a57164d3d,2
COI-A-June-4-L3,COI,6d24d909ff0aed0b1881f2136f6601fff22de257,3585
COI-A-June-4-L3,COI,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,71
COI-A-June-4-L3,COI,8a30c41944f6b5528eedf830898c6b91efdfddba,233
COI-A-June-4-L3,COI,0d21860fc8109cdb8344c87fdaecf0d29e897000,541
COI-A-June-4-L3,COI,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,70
COI-A-June-4-L3,COI,a0bb966e2b254f839fb8021c55a8554c41c7133e,372
COI-A-June-4-L3,COI,114c5ac9afd9fbeaf32d1b21e8e46ff639956815,441
COI-A-June-4-L3,COI,345ddc66de3ba61791aa5ac285b67ed77faac551,325
COI-A-June-4-L3,COI,eb57aeebff7e49a0b8c16431af9d6e5e28f7513c,393
COI-A-June-4-L3,COI,b307d5319db845d0457511472d50899c5c6cbc8d,266
COI-A-June-4-L3,COI,59e212ad3eca806af9b90911ca67bf89c434fe44,307
COI-A-June-4-L3,COI,6eda3f856e9f197357213c0e995bab201bf6ea60,84
COI-A-June-4-L3,COI,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,68
COI-A-June-4-L3,COI,7e4b2040e866c149f1ed8a68e19f9ced2399c1b6,196
COI-A-June-4-L3,COI,d555cfaa6dca8e689d35c5f91996deee29e7fd91,154
COI-A-June-4-L3,COI,d967f29143359c3075ed23346e5b00028fea4c6a,203
COI-A-June-4-L3,COI,52597cc48f200e52230e4dafbac88174a71d6f48,132
COI-A-June-4-L3,COI,2acf3895af7dfb308c9d9af13fa6acd91d2c0cd4,124
COI-A-June-4-L3,COI,822e3312b1f9e67583b2c548a1c1ea062edf7078,89
COI-A-June-4-L3,COI,3f2a4515bc8095b441f05f86bdb924d1c57807ab,28
COI-A-June-4-L3,COI,a40ef29331598e271eef6563e5946441f0a331ed,122
COI-A-June-4-L3,COI,670981d8cd1b365281070933302b4d91c777f91b,78
COI-A-June-4-L3,COI,b81c46025956944d1a86ee62411dd97631b6f31c,6
COI-A-June-4-L3,COI,9a4d1b81f1be7881500444e7f6cb63455cd0d2ff,84
COI-A-June-4-L3,COI,7bbcba00835bf56eded210f4f445f3fc5a7ab6d5,21
COI-A-June-4-L3,COI,c68155c20b0fa5764fa8f131b1c826eebbb9b1bc,14
COI-A-June-4-L3,COI,cb1cc52d9f95250899cee4f8072277fe274287a8,43
COI-A-June-4-L3,COI,2c15e1a59dcccefb5a36c0650609e87529ab0725,24
COI-A-June-4-L3,COI,d48c67607e81aca5da83fa1d2b8895e6416a6607,12
COI-A-June-4-L3,COI,8aee230840b2b9ef34ec2cb22adf0fc601fcbe8d,3
COI-A-June-4-L3,COI,b73323405bffb269ab58a8cc37d3d10817c0aaa2,28
COI-A-June-4-L3,COI,bc7798d3a55901fe59d6bb982bb5e6ab5a08c019,17
COI-A-June-4-L3,COI,2db851d5599c838169714d594feb25e28e57fcbc,3
COI-A-June-4-L3,COI,25db7cea7a63bebd04437e4a9fdb304557dab4ae,18
COI-A-June-4-L3,COI,02f8efa0cb3b3525e883f1c30c7ac342d69c90ff,4
COI-A-June-4-L3,COI,a9532d8f4c18cf2c72e53604021e69f291a9e851,4
COI-A-June-4-L3,COI,8a5324d1e3001ed464368e8b49581c6fef5b61bb,3
COI-A-June-4-L3,COI,dc4efab08cb89871ab76aadd49b1867e3c52fd07,6
COI-A-June-4-L3,COI,9d565b38d36d5043688f8af712a2abb304e8c6ed,3
COI-A-June-4-L3,COI,6561834e9fb5db613017d627bb670884ebde0708,50
COI-A-June-4-L3,COI,83cc96fd64e3f5e6670383d41340cb2d099f6c45,153
COI-A-June-4-L3,COI,5f4bd146a6508fe43b56d46860de6e1a84b7cd48,51
COI-A-June-4-L3,COI,ff95369ee86f1d3999c0cb34b29daf46c7740e8f,3
COI-A-June-4-L3,COI,7b3daaaf09957e95170b21bbe2ab2eba1817ca73,29
COI-A-June-4-L3,COI,856ea91c24bf01f9804c3257ec422355cdd6f91c,10
COI-A-June-4-L3,COI,e6705fb78062d733e06a7268b1a766f46af8ec97,10
COI-A-June-4-L3,COI,a7e567080d8fa017a9cbf4bb2dcb10bf92d59a53,21
COI-A-June-4-L3,COI,dc145f1c45e4e01facaad8591af132c7c1cc167f,16
COI-A-June-4-L3,COI,e0470f73c509248d3b57bce3fe518e067da84fe4,12
COI-A-June-4-L3,COI,eb5a9ed7128b480297fafc350ffc92471f72ab82,6
COI-A-June-4-L3,COI,5d53667da331b9327165151b6757958417858998,12
COI-A-June-4-L3,COI,353ea57f44687eadda5ff7de560a2cd215970fb3,6
COI-A-June-4-L3,COI,68c39486db2a402dfc682e9f5494c157ebdcaa3d,9
COI-A-June-4-L3,COI,45e490428ed1caf059080ed71e9c073dc9f1707e,5
COI-A-June-4-L3,COI,608db5dc9a5fea0751e46e43f889773019d8ddb2,5
COI-A-June-4-L3,COI,12cca8ed3d893fc920a00e3575d92ea09133d9bd,8
COI-A-June-4-L3,COI,ba6c24b0446887b7e116200124df2f49dc04fe29,6
COI-B-June-4-L2,COI,6d24d909ff0aed0b1881f2136f6601fff22de257,3394
COI-B-June-4-L2,COI,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,4025
COI-B-June-4-L2,COI,8a30c41944f6b5528eedf830898c6b91efdfddba,481
COI-B-June-4-L2,COI,0d21860fc8109cdb8344c87fdaecf0d29e897000,946
COI-B-June-4-L2,COI,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,286
COI-B-June-4-L2,COI,a0bb966e2b254f839fb8021c55a8554c41c7133e,644
COI-B-June-4-L2,COI,114c5ac9afd9fbeaf32d1b21e8e46ff639956815,700
COI-B-June-4-L2,COI,345ddc66de3ba61791aa5ac285b67ed77faac551,545
COI-B-June-4-L2,COI,eb57aeebff7e49a0b8c16431af9d6e5e28f7513c,643
COI-B-June-4-L2,COI,b307d5319db845d0457511472d50899c5c6cbc8d,379
COI-B-June-4-L2,COI,59e212ad3eca806af9b90911ca67bf89c434fe44,438
COI-B-June-4-L2,COI,6eda3f856e9f197357213c0e995bab201bf6ea60,231
COI-B-June-4-L2,COI,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,104
COI-B-June-4-L2,COI,b9e82298bdb5889cf6a09180286d947d8f73f522,154
COI-B-June-4-L2,COI,7e4b2040e866c149f1ed8a68e19f9ced2399c1b6,312
COI-B-June-4-L2,COI,d555cfaa6dca8e689d35c5f91996deee29e7fd91,252
COI-B-June-4-L2,COI,10462d5d1b25c35349da89a4c45170857789db89,318
COI-B-June-4-L2,COI,d967f29143359c3075ed23346e5b00028fea4c6a,145
COI-B-June-4-L2,COI,52597cc48f200e52230e4dafbac88174a71d6f48,223
COI-B-June-4-L2,COI,21ee7974a32d2471f9cc374d2b5f7dd5cd007175,281
COI-B-June-4-L2,COI,2acf3895af7dfb308c9d9af13fa6acd91d2c0cd4,140
COI-B-June-4-L2,COI,822e3312b1f9e67583b2c548a1c1ea062edf7078,157
COI-B-June-4-L2,COI,3f2a4515bc8095b441f05f86bdb924d1c57807ab,57
COI-B-June-4-L2,COI,a40ef29331598e271eef6563e5946441f0a331ed,165
COI-B-June-4-L2,COI,670981d8cd1b365281070933302b4d91c777f91b,96
COI-B-June-4-L2,COI,12a5b1a4aa8aa927757451ee264e2ac70a6236c4,102
COI-B-June-4-L2,COI,b81c46025956944d1a86ee62411dd97631b6f31c,115
COI-B-June-4-L2,COI,9a4d1b81f1be7881500444e7f6cb63455cd0d2ff,99
COI-B-June-4-L2,COI,7bbcba00835bf56eded210f4f445f3fc5a7ab6d5,51
COI-B-June-4-L2,COI,3e09083693f125dd6945c5760931e08660521440,19
COI-B-June-4-L2,COI,52d7c16462d0e940280f4fc0a721cd8957ac891d,37
COI-B-June-4-L2,COI,bffda665efd96013f6ec5d10dba9ca53bb8ae5de,33
COI-B-June-4-L2,COI,cb1cc52d9f95250899cee4f8072277fe274287a8,81
COI-B-June-4-L2,COI,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,64
COI-B-June-4-L2,COI,8dfe581172dea3311a935cb0a92b0fe6b0b6c919,114
COI-B-June-4-L2,COI,e64f574c4605dc812aceebd1d2a7d4607f42bd4d,126
COI-B-June-4-L2,COI,2c15e1a59dcccefb5a36c0650609e87529ab0725,40
COI-B-June-4-L2,COI,913bd86c3638ee2b616020e99a80420b229b822a,86
COI-B-June-4-L2,COI,d48c67607e81aca5da83fa1d2b8895e6416a6607,53
COI-B-June-4-L2,COI,0c532b6051db94c88eeba19f3c81721d93e54fac,5
COI-B-June-4-L2,COI,252339104f42cd440e247a39bc4f04eecc6492e7,19
COI-B-June-4-L2,COI,5b9eedf41112d5c49db5ae68687d4ddbbdc7f09a,5
COI-B-June-4-L2,COI,05f69b154ffa9ebc272bcb2d2f7340ae6e4b2956,30
COI-B-June-4-L2,COI,11a112ced1c85e620f6d97d82281a1bb58614e67,20
COI-B-June-4-L2,COI,a1759ceb098c8c0ca5bbaee3e0b5437bb08d86db,29
COI-B-June-4-L2,COI,adcca6d32d0070fd5d63075d79551b05151c3cc7,92
COI-B-June-4-L2,COI,8aee230840b2b9ef34ec2cb22adf0fc601fcbe8d,21
COI-B-June-4-L2,COI,5bb7cfe6d0d80ccf75b4110ddf2f6bb83a59d8c2,42
COI-B-June-4-L2,COI,4c7fb49d2f3a51b2865db5bbcc9fb9971992bab9,26
COI-B-June-4-L2,COI,21339049f9f2dbbe4bd1a551573819232612257c,14
COI-B-June-4-L2,COI,b73323405bffb269ab58a8cc37d3d10817c0aaa2,11
COI-B-June-4-L2,COI,51e9b4edf20079169560eee3c351076206a33adf,6
COI-B-June-4-L2,COI,3aee4b429c01889e05c2445bcb9649cb78a4c5d0,27
COI-B-June-4-L2,COI,d8ed22edb9b4c9c2eccdde41cecb635458209e93,6
COI-B-June-4-L2,COI,bc7798d3a55901fe59d6bb982bb5e6ab5a08c019,15
COI-B-June-4-L2,COI,a71cc93651ccfbc092e6376277860f6e25c9f15d,28
COI-B-June-4-L2,COI,f0fae4fd92caec82cb0f30ea1367fec06eae5f25,17
COI-B-June-4-L2,COI,9250ce076a0c870b1949d7a30cd1c83a0ac0cba5,25
COI-B-June-4-L2,COI,c473a8072db28b4c110426c0636a445b95356d8b,17
COI-B-June-4-L2,COI,83028e3732d03da59423374a994b3d821e9f46ec,10
COI-B-June-4-L2,COI,3df5a42188528c870034a07445070867cbd4884e,269
COI-B-June-4-L2,COI,a2d45a8e669b3365d77cc0e44a1048638f91e970,8
COI-B-June-4-L2,COI,755cebf482de63995a185ec174a561dfff41c8db,2
COI-B-June-4-L2,COI,f946c2f723e2722f23dd67863bc939e9afae14dd,26
COI-B-June-4-L2,COI,c770016f14d297194d21859a099a36519b97635a,7
COI-B-June-4-L2,COI,07a9ffc1a58d9c4c1149ab6065ecb354cd0c1c6c,17
COI-B-June-4-L2,COI,b62d209a4098c38d198503e9264b2b05957f715e,5
COI-B-June-4-L2,COI,5f5fbbea74b26185bdf2d4da7355ed82c7f76ab1,6
COI-B-June-4-L2,COI,d4912fca8a756d97baa6cea58c696ff660a942f9,12
COI-B-June-4-L2,COI,77d4683b89efd92a4db569b8bd759dc23bdf73e3,4
COI-B-June-4-L2,COI,847f772f4c57dde301008a9b905330a683572a6c,6
COI-B-June-4-L2,COI,4a4d54bdc10c792145a30e051963d4481e97f321,6
COI-B-June-4-L2,COI,c5a54e77f9d5854b06b7bde37fa333580295f43a,17
COI-B-June-4-L2,COI,fd1906125d9ed24ca6106964651fbfcd358c8bb1,3
COI-B-June-4-L2,COI,24f470d5971796af46a7b1c968df37389c59d22d,14
COI-B-June-4-L2,COI,b8b35203b57e2486c70fc9e622ca8cb071d26d8c,8
COI-B-June-4-L2,COI,05c893a4bd13b1a94d5443626563808cfe847c1e,11
COI-B-June-4-L2,COI,c99443dd20e7db6497d87c5475f106e0829ae31d,4
COI-B-June-4-L2,COI,8746fbd921a5d2b18fb1dbad48301a754d26dc7e,4
COI-B-June-4-L2,COI,92e9a99f524c83b251c142e635832b2d3b6670fe,2
COI-B-June-4-L2,COI,c098ad5ce38196fc2bb4a901b8f826e05a4f7283,5
COI-B-June-4-L2,COI,9ebd0bcbae3f4ee1f10ba13d858e85af17744e67,5
COI-B-June-4-L2,COI,f999a6d4ddad1f57955caa54a67b0bb9a5a3ce67,52
COI-B-June-4-L2,COI,77ed8293f4dd48a15487068a04d34f148b0e9025,18
COI-B-June-4-L2,COI,7d50b92ac557759c682506e29ee7252dd4e7ec04,5
COI-B-June-4-L2,COI,16600747c4d94b20f167e220c3918dbd0025e207,5
COI-B-June-4-L2,COI,277151e7fa884f46dd4efe6724bbbaab344f97e4,3
COI-B-June-4-L2,COI,690e1fc15849ac6e509613fa2ad7a769212109cc,38
COI-B-June-4-L2,COI,82e9409ec5a110c56db9cad2f000087bcaf4222b,7
COI-B-June-4-L2,COI,ad31a1199680ab52184cf7ae6cd1f6a1ebd165b9,3
COI-B-June-4-L2,COI,06e90ff10264a3b56d224ba20ad638c4ed19a2bf,7
COI-B-June-4-L2,COI,78ba67d3c53403843214c37d92b65c767e611c47,3
COI-B-June-4-L2,COI,3086c77a48c204e4d2aba77a5cc92e0c25b2423a,2
COI-B-June-4-L2,COI,ea1a9dadeda0c790e9f0424f891a3ed8ed566180,3
COI-B-June-4-L2,COI,eb5a9ed7128b480297fafc350ffc92471f72ab82,8
COI-B-June-4-L2,COI,cad85b2a06df6b88e05e5a6526e2d95e785366c9,2
COI-B-June-4-L2,COI,b7873bdefaef8c2bdbf4bb14678b0d49a851dea1,5
COI-B-June-4-L2,COI,4ee0bbb71f0f172a3067904f123c063c331fd21b,4
COI-B-June-4-L2,COI,15efabc653e6265b953f3cd30cd97a3516643021,4
COI-B-June-4-L2,COI,5d0bc44b0a9ad7d6a5bcda0dac0a2d6a2f0df484,7
COI-B-June-4-L2,COI,a9a17d9dc1f6c30d37abbb6c3e1b55de680ba676,12
COI-B-June-4-L2,COI,0e6834a56d4bf9dbd564ab574ed0ff36ba023313,11
COI-B-June-4-L2,COI,9e1bd8a972e2d11125cd52f0bfc60afac3eb3ea4,6
COI-B-June-4-L2,COI,57cc24902efc78721665c53aad9199411b974e62,8
COI-B-June-4-L2,COI,281ccf73b3ec12dc04f848ba7d3f19cb716e8592,6
COI-B-June-4-L2,COI,023b857e3b1741b82bd7ae777ee20dbe4b7e9039,4
COI-B-June-4-L2,COI,46ba24706e51df809a390ba75edc9886e0b9735a,4
COI-B-June-4-L2,COI,7cddf96d176b2d3226ba72269e9b164e9ec61b62,3
COI-B-June-4-L2,COI,ba0440d508043ed87415bd4a8bac287012e7aa45,3
COI-B-June-4-L2,COI,664a4d5cf7a5ef3664803f9bfb3a335e74da4b5a,3
COI-B-June-4-L2,COI,59c78549ad8c5f519a3b81731d3b2790616860b0,2
COI-B-June-4-L2,COI,3770b7b64cefab8fd2f41c5bc5989dd4cffc670b,2
COI-B-June-4-L3,COI,6d24d909ff0aed0b1881f2136f6601fff22de257,5198
COI-B-June-4-L3,COI,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,103
COI-B-June-4-L3,COI,8a30c41944f6b5528eedf830898c6b91efdfddba,320
COI-B-June-4-L3,COI,0d21860fc8109cdb8344c87fdaecf0d29e897000,814
COI-B-June-4-L3,COI,2e3cf2d001dda06a12af2f0be4cb085a2a1f1719,91
COI-B-June-4-L3,COI,a0bb966e2b254f839fb8021c55a8554c41c7133e,563
COI-B-June-4-L3,COI,114c5ac9afd9fbeaf32d1b21e8e46ff639956815,539
COI-B-June-4-L3,COI,345ddc66de3ba61791aa5ac285b67ed77faac551,471
COI-B-June-4-L3,COI,eb57aeebff7e49a0b8c16431af9d6e5e28f7513c,596
