Hash	Domain	Phylum	Class	Order	Family	Genus	Species		
8746fbd921a5d2b18fb1dbad48301a754d26dc7e	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
535accdc344356d988d3a2d274b4851dc1131dd7	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
e258701e7ef42bd6c99339e031acedb529a40754	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
eaf954e7e3cf2e58bd631d50370c7efdfcd5856d	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
980ba960d987e74418468849cd4817495a8cd26b	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
732501d0d29c1a42e95907940765918e61f33949	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
669f54a5aa738e3aae4337f0c6febaeccfc3b3de	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
1068a39285e44205c400076744d4af273708698d	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
944d7cd50479c616d4fed9785194469420ba6d80	Eukaryota	Mollusca	Bivalvia	Myoida	Hiatellidae	Hiatella	Hiatella sp. K HML-2015		
adcca6d32d0070fd5d63075d79551b05151c3cc7	Eukaryota	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata		
856173e885fe4a66f6b04fd5323f87f6f73b0d54	Eukaryota	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata		
38b588c55a5175a295d1db87c6436b414ae37791	Eukaryota	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata		
2f5723a58d69dbcde6737abcbcb6e2a3d0455382	Eukaryota	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata		
bbaec78a05be18ecbe7692f08b9d803abf655a9f	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Hemiaulus	Hemiaulus sinensis		
4eb8cae8dcb0a2c789f468498e65ec61fb80cf30	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	Haslea karadagensis		
857990fd4cda0f70bf05ce2e2fba2406321b4f39	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	Haslea karadagensis		
4cbe73a133a0407d630e88afb1f0c93b7319ba9a	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	Haslea karadagensis		
1bfa60d6d24d79d6d0a52af32c8f6e97492a1f0d	Eukaryota	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	Halocynthia	Halocynthia pyriformis		
cca5f41045b0a61fb8e919016701b50f441cd401	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea		
0678ba9eeca46c29e4ea601bcbdffc4e8530e5df	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea		
f6c571e2f181327102093f2286dfd93ce2a470fb	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea		
337a26679aaa7fe11d254942a11688b7a3916067	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea		
8e076816b6a52f29bbda99b09b31498bfffaf68e	Eukaryota	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea		
a2db5e9ef0d811b572d9cc0873207fcfd3cc9b3c	Eukaryota	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	Glycera capitata		
c4d9633905ed8d55e1d2ccea431358ca89f0d280	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel1	33	131
f6be9187621fc9a6427112826c0df570ac7bddef	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa sp. Hel1	33	131
f83d8a94c84aab96668c527218c54e29af5d0572	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme		
e23dbc198a92a2093bd1a9ac9e8d6e99bf706ee6	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme		
9d320c66d94bd9378ebc00e10e33d9d092d5e814	Eukaryota	Oomycota	Oomycetes	Myzocytiopsidales	Eurychasmataceae	Eurychasma	Eurychasma dicksonii		
8a1c9da427aa6f155aaa44acd2708f79db93e1d1	Eukaryota	Oomycota	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi		
d2ba938eb608c522b5a4f628e5d2ab32382efda1	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii		
65082735dffe2ee5b3cdb649fd9f95a428a81809	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii		
099c96d7bbe9be6be43833640a04abccf50fcbbb	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii		
89930239ae48b903dde2eb8758d0bae243cac664	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii		
e7ea0a586e278881a0a041808caa769f5eace4d8	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Dictyosiphon	Dictyosiphon foeniculaceus		
3f2a4515bc8095b441f05f86bdb924d1c57807ab	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
1a0961fd612b4684ca4e2d977e9c112878fc764a	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
2f7a61cf13e83b3f5182d70da7c852540adc9a53	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
21947e4010e6dbb41ea259ed95248c16c1fa2912	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
600e37a01e8d082cbf170f28c11f5ede2ec9b020	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
0ad51525b0091a373f7c2837f734dcb74ad8e0a4	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
3c9651b0b81884bdd7b201e09d798fd841ad0580	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
4b17b43e978831117d2d0e4f0a1dcf6d92f32c94	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
c9e34378a9ca25f05807909a0461c2eaa1d4a1bd	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
de49b7a46044c6eba9b21f2d214c6d1817927bf8	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
868424bcb53ef7baad2411c1ef4cdc8107e0a6bb	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
0b5a35a77d990c8d63e358627dd872ef02c12dbb	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
ed7638effd832a262c16ed764f991519f27f36cf	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
165c7488b1b8badedab4184fd808b999fc33376b	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
276374b90d77903d3a06c7736fdb77b61bb47fee	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
42eb3afc2db13f47d8e6524371c61fe33102ac5c	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae 	Dictyocha	Dictyocha speculum		
bb39c9995a0efd122a122e7b661449a16f6a6d98	Eukaryota	Rhodophyta	Florideophyceae	Palmariales	Palmariaceae	Devaleraea	Devaleraea ramentacea		
b6c42bb899932cdbebb863702e364cfca77d48da	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Bugulidae	Dendrobeania	Dendrobeania murrayana		
e6ec67233694a7f4d2171244075881c8933c8382	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium		
d18cb0fb9fae8d31e47618d75b1468fca204386c	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium		
07231597a634e116d97451fa6d5e883c83201d53	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium		
56e17add0f8b5ec8bcc739a8dd693e1b5e55d85b	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium		
6b3e71ad53ca07645be174445bccd9f009d6a509	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica		
8e81ba8a1bcbbfe4873f9875f54b987d5ebbad81	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica		
93a53badbfbb8763a0d86add825544f3ba268776	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica		
f8cbdca791efd83575656162e215b1011dee3d96	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Cucumaria	Cucumaria frondosa		
177b247c643ba8c64ba066ad5173e58d931efbb3	Eukaryota	Porifera	Demospongiae	Poecilosclerida	Crellidae	Crella	Crella elegans		
346791f3144081c61a01af244f05f0168ae08e47	Eukaryota	Mollusca	Gastropoda	Pteropoda	Clionidae	Clione	Clione limacina		
151cf244c63f943b671b4814db637a614e02f889	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Cladosiphon	Cladosiphon zosterae		
3dab55861ef4cb6d27e4da6c1604d078c9d2405b	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Cladosiphon	Cladosiphon zosterae		
9fbf930696dea94dd1397180e3c62f66efddb826	Eukaryota	Annelida	Polychaeta	Spionida	Cirratulidae	Cirratulus	Cirratulus cirratus		
47424bf5ed376c34daafe7ca60fcc28550f13cac	Eukaryota	Annelida	Polychaeta	Spionida	Cirratulidae	Cirratulus	Cirratulus cirratus		
cc9632d7e3111537311922c037afdedc537cb0ba	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Chordariaceae	Chordariaceae sp. 4nov		
04acf4834e637213970b97d8a6099d33d7d0acff	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Chordaria	Chordaria flagelliformis		
4903376f901266b0c28386826ebdf2b377094273	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Chordaria	Chordaria chordaeformis		
2938b5a73321d8186d1cf69857c4cc1df69a0623	Eukaryota	Ochrophyta	Phaeophyceae	Laminariales	Chordaceae	Chorda	Chorda filum		
866c8468ed1d87737e7f229ec9b4fee3b9d8302c	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica		
15924d7b0cb6930d0389307faffc13e188893940	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica		
5217ce1f3f817e487d62e74bd986c9a72e1bb390	Eukaryota	Annelida	Polychaeta	Spionida	Cirratulidae	Chaetozone	Chaetozone setosa		
96d01fe42b6c98fa7921c61065a95de91fc6f15d	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros socialis		
85d0f378625d048a77d710c54e53842c0ca720dc	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Calloporidae	Cauloramphus	Cauloramphus magnus		
5fab289458489ff59935e2d26a13da2f79ebe218	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Calloporidae	Cauloramphus	Cauloramphus magnus		
87f656d49683488ca802a9217367d84f93e83c30	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique		
fcc5c0f2d73b11d31a0186f96e2e11d7617cd41e	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique		
db29c058d8b9b141a22ccc2e5ec48bfbe71940d0	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
24930e84133a444c7835bbf292e12445c9ef9c7e	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
77c8c03b6e083dd098418fb982837b5133c5b76b	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
b7873bdefaef8c2bdbf4bb14678b0d49a851dea1	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
20046b442be8916d467a1ece154e8049497cdfd7	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
3a6a4a2ae02e1c5131e6f29a4eac02997e6c6cc5	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
31cd0c29e75556b04e25538e4d4db777fe5387ee	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063		
b2959ed51be8179fdd3927e8039e760319bb5f47	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Calycella	Calycella syringa		
bffda665efd96013f6ec5d10dba9ca53bb8ae5de	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
ea524a9082a1304bba0a495a26f52481f733cb6f	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
9850e11fed920b55f623194f105391c55edd1cc5	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
b7ff97f1e09ea7c0c756bcc74f346a9c70e1f774	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
e6705fb78062d733e06a7268b1a766f46af8ec97	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
ab652bace75ed1a236c97b9545a3f4a2e77eafa9	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
a937d7f309fec22f9099a807421c47ee5403cf8c	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
a33be2ac2fbe1ca3d811f996c5165b035a57c433	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
92d9a3b5a621c201bb72821a577bedfcda08d7e1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus		
0e9001801c11a10d03be8f8950792ef33c1a54ce	Eukaryota	Bigyra	Bicoecea	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis		
d45e6abce86d782852a30dd07e295d17f0c0c854	Eukaryota	Bigyra	Bicoecea	Bicosoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis		
a1ff04ce5572015b7b8b84a011a149f89dca271d	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Branta	Branta leucopsis		
639cb96e21aed6a5b5f689bdcefe5fb4ce5bb2c6	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus		
2e4de1b6913542ce6bba382ae786dd08d561cf2f	Eukaryota	Chordata	Actinopteri	Gadiformes	Gadidae	Boreogadus	Boreogadus saida		
73f1f5f9c0230360db6f6a404fa52295174bc7f7	Eukaryota	Mollusca	Gastropoda	Hygrophila	Planorbidae	Biomphalaria	Biomphalaria sp. GC-2010		
1a95bfda9deba89c5460031f9aa1abe74c949931	Eukaryota	Mollusca	Gastropoda	Hygrophila	Planorbidae	Biomphalaria	Biomphalaria oligoza		
11a112ced1c85e620f6d97d82281a1bb58614e67	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
d1f4b8779df149d66ad92d48e3c11190e7477129	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
da7f657edb57d600ccdece41f059918b1e8d84ee	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
6360e1d86e4dac319ae5ed9c8894bf06f8625a53	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
cc6bb9e8d09786974637e91a30c9768b6ba9f77d	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
4b87d669174ebac2ff9bf1e6c54990305bfc2a59	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
2ac38bc945089d010779c58874c895d1c543b889	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
d6166fb3be0b8af6d72236fb203b9bd9f95a8ad2	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
32674e5ff73f492cfcab17a239693f643d8e0fb3	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
65b93b6477bfed03a35c38a67b424b462c8d656a	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
a4cafd4a784303fac52a089d4dd8bfec2487278e	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos		
29097ef35e63bf2e71c2432734d2e10be5379d33	Eukaryota	Annelida	Polychaeta	Capitellida	Arenicolidae	Arenicola	Arenicola marina		
805489540734f979bdd5061fbac03f9984f14ed4	Eukaryota	Annelida	Polychaeta	Capitellida	Arenicolidae	Arenicola	Arenicola marina		
bd4379df228775bbd76a4f4da9cc5b1cdfeeaf69	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Apolemia sp. BO-2009		
9c727df805f5f083dec02f625addc8b0beb6baf5	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Apolemia sp. BO-2009		
e93cd80bf8bb4922ad6df2a2ab56c494879db941	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Apolemia sp. BO-2009		
6b4a0c547e36cab0330fe1886790c38bb6b69d5c	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Apolemia sp. BO-2009		
a0816b141eebf6799dde4c6ec0ca7d1a4b675048	Eukaryota	Oomycota	Oomycetes	Anisolpidiales	Anisolpidiaceae	Anisolpidium	Anisolpidium rosenvingei		
6bf91020872d9f250ae1338cadc21df3521b4165	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae 	Amphitrite	Amphitrite cirrata		
90f632fcd83300f25e86ffdd863ff3426cdbe92f	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae 	Amphitrite	Amphitrite cirrata		
777364785f47d4e33f2b847b4c4d36b1294ed2d3	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae 	Amphitrite	Amphitrite cirrata		
f1eb6c3201b80dd76861b7bd633aa6bdb6489691	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	Vesiculariidae	Amathia	Amathia gracilis		
3c027e5e18fc52eb0ca83a79ed6d00f80cf5f41d	Eukaryota	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Acrochaetium	Acrochaetium secundatum		
2becde7cbc25592cb0af62decd71f9ccb7a69337	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae	Acinetosporaceae	Acinetosporaceae sp. 2 AP-2014		
c9b5bfc54e6db734c025f1ad4b99e44200271b55	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae	Acinetosporaceae	Acinetosporaceae sp. 1 AP-2016		
0ef3f55bed3c8e3deb42daad67d15f86c9f3c711	Eukaryota	Echinodermata	Ophiuroidea	Ophiuroidea sp. EAC01					
9afc4a0123b23b90ed5e3eed498568328b3a15e1	Eukaryota	Annelida	Polychaeta	Polychaeta sp. 09PROBE-08312					
